codice,"sito associazione",email
118,http://www.fantaghiro.org,info@fantaghiro.org
119,http://www.federdanza-agis.org,info@federdanza-agis.com
120,http://www.felixefido.it,felixfido.info@gmail.com
121,http://www.ferraramusica.it/,biglietteria@ferraramusica.it
122,http://www.ferraramusica.it/,ufficiostampa@ferraramusica.it
123,http://www.festadeipopoli.it,info@angolidimondo.it
124,http://www.festaperte.org/,info@festaperte.org
125,http://www.flautomagico.it,formigine@flautomagico.it
126,http://www.flautomagico.it,maranello@flautomagico.it
127,http://www.flautomagico.it,modena@flautomagico.it
128,http://www.flautomagico.it,castelnuovo@flautomagico.it
129,http://www.flautomagico.it,info@flautomagico.it
130,http://www.fondazionebaccichetti.it,daniele.pol@ink-labs.com
131,http://www.fondazionecomunica.org/,fondazione@fondazionecomunica.org
132,http://www.gecaonlus.org,info@gecaonlus.org
133,http://www.generazionisolidali.org/,info@generazionisolidali.org
134,http://www.genitorialita.it,genitorialita@yahoo.it
135,http://www.genitorialita.it,info@genitorialita.it
136,http://www.giorgioperlasca.it,info@giorgioperlasca.it
137,http://www.giorgioperlasca.it,fondazionegiorgioperlasca@pec.cgn.it
138,http://www.giovanemontagna.org,posta@giovanemontagna.org
139,http://www.gregorense.com/,info@centroserviziimpiantisti.it
140,http://www.gruppocinofiloilgelso.it,cinofiligelso@libero.it
141,http://www.gruppoloscarponepadova.it/,segreteria@gruppoloscarponepadova.it
142,http://www.gsquickly.com,info@gsquickly.com
143,http://www.icaro-ldv.org,icaro.onlus@gmail.com
144,http://www.ilflaneur.com,redazione@ilflaneur.com
145,http://www.ilflaneur.com,valentina.sala@ilflaneur.com
146,http://www.ilflaneur.com,daniele.frisco@ilflaneur.com
147,http://www.ilflaneur.com,commerciale@ilflaneur.com
148,http://www.imolaviverelamusica.it,Gomezinfo@imolaviverelamusica.it
149,http://www.imolaviverelamusica.it,info@imolaviverelamusica.it
150,http://www.indire.it,indire@pec.it
151,http://www.informagiovani.fe.it,informagiovani@comune.fe.it
152,http://www.informagiovanni.it,informagiovani@comune.sanlazzaro.bo.it
153,http://www.inghetto.it,associazioneinghetto@gmail.com
154,http://www.iosonoli.com,production@jolefilm.it
155,http://www.iosonoli.com,systema@studiosystema.it
156,http://www.irfoss.it/,info@irfoss.it
157,http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori,info@istitutobruni.com
158,http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori,beretta@istitutobruni.com
159,http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori,bettini@istitutobruni.com
160,http://www.istitutobruni.com/liceo-scientifico-privato-padova-r-bruni/genitori/associazione-genitori,liceo@istitutobruni.com
161,http://www.jardin.it/,info@jardin.it
162,http://www.karibuafrika.it,karibuafrikaonlus@gmail.com
163,http://www.liltpadova.it/,segreteria@liltpadova.it
164,http://www.luciasardo.it,info@luciasardo.it
165,http://www.luciasardo.it,info@luciasardo
166,http://www.luciasardo.it,maurizio.leonardi@yahoo.co.uk
167,http://www.macine.net,silvia.sbordoni@gmail.com
168,http://www.mancikalalu.org,mancikalalu@gmail.com
169,http://www.mappaluna.it,info@mappaluna.it
171,http://www.marcadoc.com,info@marcadoc.it
172,http://www.marcellinovais.it,info@marcellinovais.it
173,http://www.melodiedoriente.it/,info@melodiedoriente.it
174,http://www.metaarte.it,info@metaarte.it
176,http://www.mfe.it,mfe@mfe.it
178,http://www.mideando.it,mideando@gmail.com
179,http://www.minicizotti.it,info@minicizotti.it
180,http://www.mirpadova.org,mirsezpd@libero.it
181,http://www.mirpadova.org,office@ifor.org
182,http://www.mirpadova.org,segreteria@miritalia.org
184,http://www.mopl.it,info@mopl.it
185,http://www.motusmundi.it/,info@motusmundi.it
186,http://www.motusmundi.it/,annaluck@yahoo.it
187,http://www.motusmundi.it/,info@motusmundi.itPer
188,http://www.motusmundi.it/,info@motusmundi.it
191,http://www.amicimusicapadova.org,info@amicimusicapadova.org
192,http://www.ballilatini.it,info@ballilatini.it
193,http://fitel-pmt.it,fitel.piemonte@gmail.com
194,http://www.amicimusicasacra.com,INFO@AIAMS.IT
195,http://www.amicimusicasacra.com,info@aiams.it
196,http://www.sindrome-eec.it/,volpato.giulia@gmail.com
197,http://formazionecontinua.jimdo.com/,progettofc@libero.it
198,http://www.occhioallanotizia.it,redazione@occhioallanotizia.it
199,http://www.amnesty.it,info@amnesty.it
200,http://www.anbimapiemonte.it,info@anbimapiemonte.it
201,http://www.andaweb.it,info@andaweb.it
202,http://www.sippnet.it,sipp@sippnet.it
203,http://www.oltrelosport-padova.it,info@oltrelosport-padova.it
204,http://www.andreanao.it/,info@andreanao.it
205,http://www.sound-musiche.it,info@sound-musiche.it
206,http://www.sound-musiche.it,comunicazioni@sound-musiche.it
207,http://www.angelomariani.org,associazione@angelomariani.it
208,http://ibc.regione.emilia-romagna.it,direzioneibc@postacert.regione.emilia-romagna.it
209,http://ibc.regione.emilia-romagna.it,peiibacn@postacert.regione.emilia-romagna.it
210,http://ibc.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
211,http://ibc.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
212,http://ibc.regione.emilia-romagna.it,direzioneibc@regione.emilia-romagna.it
213,http://www.biorekk.org,info@biorekk.org
214,http://www.orchestragiovaniledelveneto.it,aicasegreteria@gmail.com
215,http://www.orchestragiovaniledelveneto.it,segreteriaogv@gmail.com
216,http://www.orchestragiovaniledelveneto.it,SIRsegreteriaogv@gmail.com
217,http://www.orchestragiovaniledelveneto.it,silversymphony@aicaweb.it
218,http://www.orchestragiovaniledelveneto.it,info@aica.it
219,http://www.orchestragiovaniledelveneto.it,aicasegreteria@libero.it
220,http://www.orchestragiovaniledelveneto.it,segreteriaogv@libero.it
221,http://www.osservatoriospettacoloveneto.it,monitoraggio@arteven.it
222,http://www.bresciaonline.it,clienti@numerica.com
223,http://www.bronsequerte.it,bronsequerte@bronsequerte.it
224,http://www.studioattori.it,info@studioattori.it
226,http://www.anica.it,ufficiostampa@anica.it
227,http://www.anica.it,anica@anica.it
228,http://www.anica.it,anica.informa@anica.it
229,http://www.anmb.net,anmb@anmb.net
230,http://www.anmb.net,associazionemaestriballo@pec.it
231,http://www.overlord.it,info@overlord.it
232,http://www.overlord.it,presidente@overlord.it
233,http://www.overlord.it,direttivo@overlord.it
234,http://www.overlord.it,tornei@overlord.it
235,http://www.overlord.it,news@overlord.it
236,http://www.overlord.it,ilgattonerosuidadi@overlord.it
237,http://www.taichi-wudang.com/,info@taichi-wudang.com
238,http://www.tamteatromusica.it/,info@tamteatromusica.it
239,http://www.tamteatromusica.it/,flavia@tamteatromusica.it
240,http://www.tamteatromusica.it/,alessandro.martinello@gmail.com
241,http://www.tamteatromusica.it/,paola@tamteatromusica.it
242,http://www.tamteatromusica.it/,eugenia@tamteatromusica.it
243,http://www.tamteatromusica.it/,monica@tamteatromusica.it
244,http://www.tamteatromusica.it/,ikon@ikonstudio.it
245,http://micha-scacchipadova.blogspot.it/,micha.scacchipadova@gmail.com
246,http://www.anpha.it,anpha@anpha.it
247,http://mirepiemonte.org,francesco.chiaro1@istruzione.it
248,http://www.noprofit.org,noprofit@noprofit.org
249,http://www.amiciitalia.org/veneto,amicitriveneto@inwind.it
250,http://www.padovajazz.com,festival@padovajazz.com
251,http://www.padovaorni.it/,padovaorni@libero.it
252,http://www.amicimusica.fi.it,info@amicimusica.fi.it
253,http://www.amicimusica.fi.it,mailbox@amicimusica.fi.it
254,http://www.amicimusica.fi.it,segreteria@amicimusica.fi.it
255,http://www.amicimusica.fi.it,masterclasses@amicimusica.fi.it
256,http://www.amicimusica.fi.it,promozione@amicimusica.fi.it
257,http://www.amicimusica.fi.it,segreteria.artistica@amicimusica.fi.it
258,http://www.amicimusica.fi.it,uffstampa@amicimusica.fi.it
259,http://www.amicimusica.ud.it,info.amicimusica@amicimusica.ud.it
260,http://padova.cngei.org/,padova@cngei.it
261,http://padova.cngei.org/,presidente.padova@cngei.it
262,http://padova.cngei.org/,commissario.padova@cngei.it
263,http://www.anterospadova.it/,info@anterospadova.it
264,http://www.anterospadova.it/,portavoce@anterospadova.it
265,http://www.shinynote.com,partner@shinynote.com
266,http://www.padovaricamalarte.it/,padova.ricamalarte@libero.it
267,http://www.antichi-mestieri.it,info@antichi-mestieri.it
268,http://www.tappetovolantepadova.com,9013138tapp.vol@libero.it
269,http://www.tappetovolantepadova.com,tapp.vol@libero.it
270,http://rivista.ibc.regione.emilia-romagna.it,direzioneibc@postacert.regione.emilia-romagna.it
271,http://rivista.ibc.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
272,http://rivista.ibc.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
273,http://scuola.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
274,http://scuola.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
275,http://scuola.regione.emilia-romagna.it,scuola@regione.emilia-romagna.it
276,http://www.padovasoccorso.it/,padovasoccorso@libero.it
277,http://sociale.regione.emilia-romagna.it,urp@regione.emilia-romagna.it
278,http://sociale.regione.emilia-romagna.it,urp@postacert.regione.emilia-romagna.it
279,http://sociale.regione.emilia-romagna.it,infosociale@regione.emilia-romagna.it
280,http://www.taracittamani.it,info@taracittamani.it
281,http://www.padovatriathlon.it,info@padovatriathlon.it
282,http://www.padovayoga.org/,circolo.deva@padovayoga.org
283,http://www.anticorpi.org,coordinamento@anticorpi.org
284,http://www.anticorpi.org,direzione@cantieridanza.org
285,http://www.anticorpi.org,org@danzaurbana.it
286,http://www.anticorpi.org,info@europateatri.191.it
287,http://www.anticorpi.org,info@arboreto.org
288,http://www.anticorpi.org,info@santarcangelofestival.com
289,http://www.anticorpi.org,m.pedroni@comune.fe.it
290,http://www.anticorpi.org,direzione@tirdanza.it
291,http://www.anticorpi.org,ufficiopersonale@teatrogiocovita.it
292,http://www.anticorpi.org,www.danzaurbana.it
293,http://www.palioarcella.it,palio.arcella@libero.it
294,http://www.balletcenter.it,info@balletcenter.it
295,http://www.pane-rose.it,pane-rose@tiscali.it
296,http://www.teamforchildren.it,SEGRETERIA@TEAMFORCHILDREN.IT
297,http://www.panthaku.com/,info@panthaku.com
298,http://www.teamphototravel.it/,newsletter-subscribe@teamphototravel.it
299,http://www.parieuguali.it,info@parieuguali.it
300,http://www.appaloosaitaly.com/,edieffe@ymail.com
301,http://www.appaloosaitaly.com/,info@teamforyou.net
302,http://www.cameraminorilepadova.it/,info@cameraminorilepadova.it
303,http://www.apsprometeus.it/,prometeus.padova@gmail.com
304,http://www.arcadinoi.org,info@arcadinoi.it
305,http://valentinapenellonlus.org/,gruppoama@valentinapenellonlus.org
306,http://valentinapenellonlus.org/,lifecarepadova@valentinapenellonlus.org
307,http://www.archibiodesign.org,info@archibiodesign.orgARCHITETTURA
308,http://www.archibiodesign.org,info@archibiodesign.org
309,http://www.parrocchiabrusegana.it/,parrocchia.brusegana@alice.it
310,http://www.carichisospesi.com,carichisospesi@gmail.com
311,http://www.carichisospesi.com,carichisospesi@libero.it
312,http://www.aasu.biz/,direzione@aasu.biz
313,http://www.castingeprovini.com,info@castingeprovini.com
314,http://www.peldicarota.it/,infolatorlonga@gmail.com
315,http://www.peldicarota.it/,info@peldicarota.it
316,http://www.ceavonlus.org/,ceav.padova@gmail.com
317,http://www.abracalam.org,abracalam@hotmail.com
318,http://www.ceccarelloinnovazionesrl.it,info@ceccarelloinnovazionesrl.it
319,http://www.asemitalia.org,sede@asemitalia.org
320,http://www.asemitalia.org,welcome@asemworld.ch
321,http://www.asemitalia.org,info@asemcanada.org
322,http://www.asemitalia.org,coord.asem@gmail.com
323,http://www.asemitalia.org,barbara.asem@gmail.org
324,http://www.ceciliaperlaricerca.it,info@ceciliaperlaricerca.it
326,http://www.ass-columna.org/,columna.associazione@gmail.com
327,http://www.ass-columna.org/,info@ass-columna.org
328,http://www.centrodanzapadova.it/,info@centrodanzapadova.it
329,http://www.centrodarte.it,info@centrodarte.it
330,http://www.assartepadova.it,assartepadova@libero.it
331,http://www.accademiadaponte.it,edoardo.fainello@accademiadaponte.it
332,http://www.accademiadaponte.it,irene.botteon@accademiadaponte.it
333,http://www.accademiadaponte.it,katiuscia.bonato@accademiadaponte.it
334,http://www.accademiadaponte.it,federica.girardello@accademiadaponte.it
335,http://www.accademiadaponte.it,irene.casagrande@accademiadaponte.it
336,http://www.accademiadaponte.it,francesca.zava@accademiadaponte.it
337,http://www.accademiadaponte.it,francesca.bottecchia@accademiadaponte.it
338,http://www.accademiadaponte.it,sartoria@accademiadaponte.it
339,http://www.accademiadaponte.it,sonia.deboni@accademiadaponte.it
340,http://www.accademiadaponte.it,aziende@accademiadaponte.it
341,http://www.accademiadaponte.it,supporto@accademiadaponte.it
342,http://www.accademiadaponte.it,direzione@accademiadaponte.it
343,http://www.accademiadaponte.it,soni.deboni@accademiadaponte.it
344,http://www.centrolidiacrepet.it,biblioteca@centrolidiacrepet.it
345,http://www.assbalbinodelnunzio.it/,info@assbalbinodelnunzio.it
346,http://www.centroserenamente.com/,info@centroserenamente.com
347,http://www.centrostuditeatralititolivio.it,csttitolivio@vodafone.it
348,http://www.assinsieme.com,rubano@babybazar.it
349,http://www.piccolo-padova.it,info@piccolo-padova.it
350,http://www.piccolo-padova.it,info@teatroespettacolo.com
351,http://www.charaperladanza.it,charaperladanza@gmail.com
352,http://www.planetariopadova.it/index.php,segreteria@planetariopadova.it
353,http://www.assmusicainsieme.it,ass.musicainsieme@libero.it
354,http://www.accademiateatraleveneta.com,info@accademiateatraleveneta.it
355,http://www.ciai.it,adozioni@ciai.it
356,http://www.ciai.it,cooperazione@ciai.it
357,http://www.ciai.it,centrostudi@ciai.it
358,http://www.ciai.it,ufficiostampa@ciai.it
359,http://www.ciai.it,segreteriagenerale@ciai.it
360,http://www.ciai.it,amministrazione@ciai.it
361,http://www.ciai.it,simona.molteni@ciai.it
362,http://www.ciai.it,donatella.ceralli@ciai.it
363,http://www.ciai.it,info@ciai.it
364,http://www.ciai.it,lazio@ciai.it
365,http://www.ciai.it,puglia@ciai.it
366,http://www.ciai.it,sardegna@ciai.it
367,http://www.ciai.it,toscana@ciai.it
368,http://www.ciai.it,veneto@ciai.it
369,http://www.cilla.it/,cilla@cilla.it
370,http://www.assoarka.it,claudia@assoarka.it
371,http://www.assoarka.it,info@assoarka.it
372,http://www.activitaonlus.it,info@activitaonlus.it
373,http://www.cin-padova.it,cinpadova@libero.it
374,http://www.adalabo.blogspot.com,adalabo@libero.it
375,http://www.professionisti.it,info@professionisti.it
376,http://www.adnkronos.com,sviluppobusiness@adnkronos.com
377,http://www.adnkronos.com,segreteria.redazione@adnkronos.com
378,http://www.adnkronos.com,salute@adnkronos.com
379,http://www.adnkronos.com,comunicazione@adnkronos.com
380,http://www.adnkronos.com,commerciale.immediapress@adnkronos.com
381,http://www.adnkronos.com,helpdesk@adnkronos.com
382,http://www.teatroaicolli.com/,teatroaicolli@libero.it
383,http://www.uaar.it/padova,info@oraalternativa.it
384,http://www.uaar.it/padova,padova@uaar.it
385,http://www.adozione-a-distanza.info,privacy@sositalia.it
386,http://www.rossoprofili.it/,info@viaventisettembre.it
387,http://www.sa-ero.archivi.beniculturali.it,sa-ero@beniculturali.it
388,http://www.aegeepadova.org,your@email.com
389,http://www.amicidellamusicamilano.it,info@amicidellamusicamilano.it
390,http://www.avopadova.org,avo@sanita.padova.it
391,http://www.afasiavolontarivenetiaita.it/,caterina.ciardella@gmail.com
392,http://www.sanmarcocalcio.com/,info@sanmarcocalcio.com
393,http://www.cinemazero.org,cinemazero@cinemazero.it
394,http://www.cini.it,fondazionegiorgiocini@pec.it
395,http://www.cini.it,segr.gen@cini.it
396,http://www.cini.it,stampa@cini.it
397,http://www.cini.it,marketing@cini.it
398,http://www.cini.it,ufficio.editoriale@cini.it
399,http://www.cini.it,centrobranca@cini.it
400,http://www.cini.it,congressi@cini.it
401,http://www.cini.it,coordinamento.biblioteche@cini.it
402,http://www.cini.it,arte@cini.it
403,http://www.cini.it,storia@cini.it
404,http://www.cini.it,musica@cini.it
405,http://www.cini.it,vivaldi@cini.it
406,http://www.cini.it,musica.comparata@cini.it
407,http://www.cini.it,musica.antica@cini.it
408,http://www.cini.it,teatromelodramma@cini.it
409,http://www.cini.it,accademiasangiorgio@cini.it
410,http://www.santegidio.org/,info@santegidio.org
411,http://www.santegidio.org/,santegidio_firenze@hotmail.com
412,http://www.santegidio.org/,s.egidiogenova@gmail.com
413,http://www.santegidio.org/,santegidiolivorno@gmail.com
414,http://www.santegidio.org/,comunidad@santegidiomadrid.org
415,http://www.santegidio.org/,santegidiousa@gmail.com
416,http://www.santegidio.org/,santegidio@aol.com
417,http://www.santegidio.org/,santegidio@seznam.cz
418,http://www.agendaonline.it,Contattidirettore@agendaonline.itE
419,http://www.agendaonline.it,direttore@agendaonline.it
420,http://www.circolodellalirica.it,artes.padova@gmail.com
421,http://www.circolodellalirica.it,ufficiostampa@circolodellalirica.it
422,http://www.agimuspadova.com/,agimuspadova@libero.it
423,http://www.circolosantaceciliapd.it,webmaster@circolosantaceciliapd.it
424,http://www.sanvincenzoitalia.it/,nazionale@sanvincenzoitalia.it
425,http://www.sanvincenzoitalia.it/,info@sanvincenzoitalia.it
426,http://www.associazione-melody.com,associazione.melody@libero.it
427,http://www.agriturist-er.it,info@agriturist-er.it
428,http://www.uisp.it/padova/,padova@uisp.it
429,http://www.cittadarte.emilia-romagna.it,supportocitta@aptservizi.com
430,http://www.cittadarte.emilia-romagna.it,supportoweb@aptservizi.com
431,http://www.agronomisenzafrontiere.it/,droniunipd@gmail.com
432,http://www.agronomisenzafrontiere.it/,framama01@gmail.com
433,http://www.scienzaegoverno.org/,scienzaegoverno@scienzaegoverno.org
434,http://www.ahppadova.it,info@ahppadova.it
435,http://www.associazionecuki.it/,associazione.cuki@gmail.com
436,http://www.museovenetogiocattolo.it/,segreteria@museovenetogiocattolo.it
437,http://www.scoutneruda.it,info@scoutneruda.it
438,http://www.associazionehelyos.it,info@associazionehelyos.it
439,http://www.scuoladimusicoterapia.it,info@scuoladimusicoterapia.it
440,http://www.scuoladiteatrodibologna.it,info@scuoladiteatrodibologna.it
441,http://www.usarcella.com/,info@usarcella.com
442,http://www.associazionelagunari.it,web@associazionelagunari.it
443,http://www.scuolafamiglia.org,segreteria@scuolafamiglia.org
444,http://www.scuolafamiglia.org,info@scuolafamiglia.org
445,http://www.scuolafamiglia.org,info@scuolafamiglia.org
446,http://www.aib.it,segreteria@aib.it
447,http://www.aib.it,aib@legalmail.it
448,http://www.aib.it,servizi@aib.it
449,http://www.aib.it,biblioteca@aib.it
450,http://www.aib.it,npl@aib.it
451,http://www.aib.it,form@aib.it
452,http://www.aib.it,olav@aib.it
453,http://www.aib.it,oleg@aib.it
454,http://www.aib.it,web@aib.itÂ
455,http://www.aib.it,aibnotizie@aib.it
456,http://www.aib.it,aibstudi@aib.it
457,http://www.aib.it,bibliocom@aib.it
458,http://www.aib.it,seminari@aib.it
459,http://www.aib.it,segreteriasoci@aib.it
460,http://www.aib.it,stampa@aib.it
461,http://www.aib.it,aib@aib.itÂ
462,http://www.aib.it,segreteria@aib.it
463,http://www.aib.it,aib@legalmail.it
464,http://www.aib.it,servizi@aib.it
465,http://www.aib.it,biblioteca@aib.it
466,http://www.aib.it,npl@aib.it
467,http://www.aib.it,olav@aib.it
468,http://www.aib.it,oleg@aib.it
469,http://www.aib.it,aib-web@aib.it
470,http://www.aib.it,aibnotizie@aib.it
471,http://www.aib.it,bibliocom@aib.it
472,http://www.aib.it,seminari@aib.it
473,http://www.aib.it,segreteriasoci@aib.it
474,http://www.aib.it,stampa@aib.it
475,http://www.aib.it,aib@aib.it
476,http://www.scuolamusicale.com,info@scuolamusicale.com
477,http://www.scuolamusicale.com,segreteria@scuolamusicale.com
478,http://www.associazionemimosa.org,info@associazionemimosa.org
479,http://www.aicaweb.it,aicasegreteria@gmail.com
480,http://www.aicaweb.it,segreteriaogv@gmail.com
481,http://www.aicaweb.it,SIRsegreteriaogv@gmail.com
482,http://www.aicaweb.it,silversymphony@aicaweb.it
483,http://www.aicaweb.it,info@aica.it
484,http://www.aicaweb.it,aicasegreteria@libero.it
485,http://www.aicaweb.it,segreteriaogv@libero.it
486,http://www.associazionemusicalelucchese.it,info@associazionemusicalelucchese.it
487,http://www.ustorre.org/,INFOUSTORRE@GMAIL.COM
488,http://www.ustorre.org/,lorenzino.cardin@telecomitalia.it
489,http://www.ustorre.org/,infoustorre@gmail.com
490,http://www.aicsveneto.it,comitatoregionale@aicsveneto.it
491,http://www.aicsveneto.it,mailcomitatoregionale@aicsveneto.it
492,http://www.validealternative.com/,validealternative@yahoo.com
493,http://www.associazionepulcino.it,info@associazionepulcino.it
494,http://www.aikidopadova.com/,aascb@aactg.it
495,http://www.veciapadova.org/,veciapadova@gmail.com
496,http://www.veciapadova.org/,sicampa@gmail.com
497,http://www.associazioni.milano.it,info@associazioni.milano.it
498,http://www.seratiamo.it,info@seratiamo.it
499,http://www.venetofactory.com,info@venetofactory.com
500,http://www.assonanza.it,eventi@assonanza.it
501,http://www.assonanza.it,foto@assonanza.it
